id,image_path,audio_path,text
1,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/1.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/1.mp3,title:GYXX/光影行星宙斯Z双肩包男背包机能旅行大容量机车骑行电脑书包 | 商品名称:GYXX/光影行星宙斯Z双肩包男背包机能旅行大容量机车骑行电脑书包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:585 | 店铺名称:光影行星旗舰店 | 所属地区名称:广东 | ASR:GYXX光影行星周四次一双舰包南背包技能旅行大容量汽车齐行电脑收包
12,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/12.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/12.mp3,title:ur秋冬新款软皮大包复古托特包大容量通勤包单肩斜挎包饺子包男女 | 商品名称:ur秋冬新款软皮大包复古托特包大容量通勤包单肩斜挎包饺子包男女 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:75 | 店铺名称:UREFN RBVIEQ 線上商店 | 所属地区名称:广东 | ASR:《刘尔秋冬新款》《软皮大包》《复古脱脱包》《大容量通勤包丹间鞋跨包角子包男女》
13,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/13.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/13.mp3,title:男士双肩包帆布电脑通勤大容量轻便大学生书包美式出差旅行背包女 | 商品名称:男士双肩包帆布电脑通勤大容量轻便大学生书包美式出差旅行背包女 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:135 | 店铺名称:港里GangLi工作室 | 所属地区名称:广东 | ASR:男士双肩包翻部电脑通勤大容量轻便大学生输包美式出差旅行背包女。
14,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/14.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/14.mp3,title:STK SmallTownKid白蛇断处双肩包仿皮纹理书包电脑包旅行包男女潮 | 商品名称:STK SmallTownKid白蛇断处双肩包仿皮纹理书包电脑包旅行包男女潮 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:399 | 店铺名称:SmallTownKid | 所属地区名称:浙江 | ASR:Stalks Morton Kid白蛇断处双肩包反皮纹理书包电脑包旅行包男女潮
15,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/15.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/15.mp3,title:波斯丹顿潮牌双肩背包男旅行大容量防水电脑书包女2025新款大学生 | 商品名称:波斯丹顿潮牌双肩背包男旅行大容量防水电脑书包女2025新款大学生 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:149 | 店铺名称:波斯丹顿旗舰店 | 所属地区名称:广东 | ASR:波斯单顿朝牌双肩背包男旅行大容量防水电脑数包女2025新款大学生。
16,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/16.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/16.mp3,title:是自由啊 潮牌软皮斜挎包男小众设计通勤单肩包大容量托特包男包 | 商品名称:是自由啊 潮牌软皮斜挎包男小众设计通勤单肩包大容量托特包男包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:150 | 店铺名称:SFREEYA是自由啊 | 所属地区名称:广东 | ASR:是自由网朝牌软皮鞋跨包南小众设计通勤单间包大容量脱特包南包。
17,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/17.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/17.mp3,title:JanSport初中学生书包女双肩背包通勤户外旅行大容量男士电脑 | 商品名称:JanSport初中学生书包女双肩背包通勤户外旅行大容量男士电脑 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:208 | 店铺名称:jansport旗舰店 | 所属地区名称:广东 | ASR:Jansport 初中学生输包女双监被包通勤户外旅行大容量南式电脑。
18,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/18.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/18.mp3,title:黑田矢卫原创小众高级感皮质通勤双肩包男士大学生女书包背包ins | 商品名称:黑田矢卫原创小众高级感皮质通勤双肩包男士大学生女书包背包ins | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:217 | 店铺名称:黑田矢卫YADAMUI | 所属地区名称:广东 | ASR:黑田史卫原创小众高级感批置通勤双肩包男士大学生女书包背包店子。
19,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/19.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/19.mp3,title:NESBIT慵懒设计感软皮男包斜挎包2025新款纯色简约风大容量饺子包 | 商品名称:NESBIT慵懒设计感软皮男包斜挎包2025新款纯色简约风大容量饺子包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:159 | 店铺名称:NESBIT官方店 | 所属地区名称:广东 | ASR:NESPECT 拥览设计感软皮 南包 鞋 跨包2025 新款 纯色 简约风 大容量 脚子包
20,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/20.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/20.mp3,"title:onetime脏脏双肩包2025超火精致包包大学生小众甜酷旅游轻便 | 商品名称:onetime脏脏双肩包2025超火精致包包大学生小众甜酷旅游轻便 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:284 | 店铺名称:onetime旗舰店 | 所属地区名称:广东 | ASR:One time, 藏藏双肩包2025超火精致包包大学生小众填苦绿油清扁。"
21,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/21.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/21.mp3,title:今年流行的高级感黑色男包大容量通勤托特包简约百搭单肩斜挎包潮 | 商品名称:今年流行的高级感黑色男包大容量通勤托特包简约百搭单肩斜挎包潮 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:187 | 店铺名称:NESBIT官方店 | 所属地区名称:广东 | ASR:今年流行的高级港黑色南胞大容量通勤脱特包剪约百大单件协跨包潮。
22,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/22.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/22.mp3,title:MIRENBU迷人布 自制双肩包 基础logo黑灰色情侣书包 休闲 | 商品名称:MIRENBU迷人布 自制双肩包 基础logo黑灰色情侣书包 休闲 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:152 | 店铺名称:MirenBU迷人布 | 所属地区名称:浙江 | ASR:Myron-beauty人部自指双肩包基础Logo黑灰色情侣书包休闲
23,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/23.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/23.mp3,title:GYXX/光影行星宙斯Z双肩包男背包机能旅行大容量机车骑行电脑书包 | 商品名称:GYXX/光影行星宙斯Z双肩包男背包机能旅行大容量机车骑行电脑书包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:585 | 店铺名称:光影行星旗舰店 | 所属地区名称:广东 | ASR:GYXX光影行星周四次一双舰包南背包技能旅行大容量汽车齐行电脑收包
24,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/24.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/24.mp3,title:Mrace大容量旅行背包书包女轻便电脑包徒步登山爬山双肩包男 | 商品名称:Mrace大容量旅行背包书包女轻便电脑包徒步登山爬山双肩包男 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:219 | 店铺名称:mracehomme旗舰店 | 所属地区名称:广东 | ASR:Race大容量旅行背包 书包女青扁电脑包屠部登山爬山双间包南。
25,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/25.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/25.mp3,title:旅行背包男士大容量双肩包2025新款短途旅游轻便女士背包行李书包 | 商品名称:旅行背包男士大容量双肩包2025新款短途旅游轻便女士背包行李书包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:79.8 | 店铺名称:jinshiwq旗舰店 | 所属地区名称:河北 | ASR:旅行背包男士大容量双肩包2025新款短途旅游轻便女士背包行李收包。
26,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/26.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/26.mp3,title:Champion冠军双肩包女2025秋冬新款书包男户外背包校园轻便通勤包 | 商品名称:Champion冠军双肩包女2025秋冬新款书包男户外背包校园轻便通勤包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:224 | 店铺名称:Champion官方旗舰店 | 所属地区名称:上海 | ASR:称片冠军双舰包女2025秋冬新款收包男户外背包校园清辨通警包
27,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/27.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/27.mp3,title:MYEDITION电脑背包男旅游户外街头大容量书包旅行出游登山双肩包 | 商品名称:MYEDITION电脑背包男旅游户外街头大容量书包旅行出游登山双肩包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:119 | 店铺名称:只桔junior MYEDITION | 所属地区名称:广东 | ASR:Midish 审电脑背包男旅游户外街头大容量数包旅行出油登山双肩包
28,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/28.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/28.mp3,title:GYXX/光影行星宙斯Z双肩包男背包机能旅行大容量机车骑行电脑书包 | 商品名称:GYXX/光影行星宙斯Z双肩包男背包机能旅行大容量机车骑行电脑书包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:585 | 店铺名称:光影行星旗舰店 | 所属地区名称:广东 | ASR:GYXX光影行星周四次一双舰包南背包技能旅行大容量汽车齐行电脑收包
29,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/29.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/29.mp3,title:今年流行的高级感黑色男包大容量通勤托特包简约百搭单肩斜挎包潮 | 商品名称:今年流行的高级感黑色男包大容量通勤托特包简约百搭单肩斜挎包潮 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:187 | 店铺名称:NESBIT官方店 | 所属地区名称:广东 | ASR:今年流行的高级港黑色南胞大容量通勤脱特包剪约百大单件协跨包潮。
30,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/30.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/30.mp3,title:Wunderlust 背包 拒水 双肩包 丨lululemon丨LU9AS8S | 商品名称:Wunderlust 背包 拒水 双肩包 丨lululemon丨LU9AS8S | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:900 | 店铺名称:lululemon官方旗舰店 | 所属地区名称:江苏 | ASR:Wonderlust被包具水双尖包束Lulu Lemon ShoeLU9AS8S
31,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/31.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/31.mp3,title:波斯丹顿潮牌双肩背包男旅行大容量防水电脑书包女2025新款大学生 | 商品名称:波斯丹顿潮牌双肩背包男旅行大容量防水电脑书包女2025新款大学生 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:149 | 店铺名称:波斯丹顿旗舰店 | 所属地区名称:广东 | ASR:波斯单顿朝牌双肩背包男旅行大容量防水电脑数包女2025新款大学生。
32,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/32.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/32.mp3,title:Lee双肩包男运动户外大容量旅行背包高中大学生书包通勤电脑包女 | 商品名称:Lee双肩包男运动户外大容量旅行背包高中大学生书包通勤电脑包女 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:188 | 店铺名称:Lee箱包奥莱旗舰店 | 所属地区名称:广东 | ASR:李双坚包男运动户外大容量旅行背包高中大学生书包通勤电脑包女。
33,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/33.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/33.mp3,title:JanSport初中学生书包女双肩背包通勤户外旅行大容量男士电脑 | 商品名称:JanSport初中学生书包女双肩背包通勤户外旅行大容量男士电脑 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:208 | 店铺名称:jansport旗舰店 | 所属地区名称:广东 | ASR:Jansport 初中学生输包女双监被包通勤户外旅行大容量南式电脑。
34,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/34.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/34.mp3,title:NESBIT慵懒设计感软皮男包斜挎包2025新款纯色简约风大容量饺子包 | 商品名称:NESBIT慵懒设计感软皮男包斜挎包2025新款纯色简约风大容量饺子包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:159 | 店铺名称:NESBIT官方店 | 所属地区名称:广东 | ASR:NESPECT 拥览设计感软皮 南包 鞋 跨包2025 新款 纯色 简约风 大容量 脚子包
35,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/35.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/35.mp3,title:Champion冠军双肩包女2025秋冬新款书包男户外背包校园轻便通勤包 | 商品名称:Champion冠军双肩包女2025秋冬新款书包男户外背包校园轻便通勤包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:224 | 店铺名称:Champion官方旗舰店 | 所属地区名称:上海 | ASR:称片冠军双舰包女2025秋冬新款收包男户外背包校园清辨通警包
36,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/36.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/36.mp3,title:旅行背包男士大容量双肩包2025新款短途旅游轻便女士背包行李书包 | 商品名称:旅行背包男士大容量双肩包2025新款短途旅游轻便女士背包行李书包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:79.8 | 店铺名称:jinshiwq旗舰店 | 所属地区名称:河北 | ASR:旅行背包男士大容量双肩包2025新款短途旅游轻便女士背包行李收包。
37,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/37.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/37.mp3,title:旧金属棒球饺子包原创设计大容量休闲通勤男生女生复古小众斜挎包 | 商品名称:旧金属棒球饺子包原创设计大容量休闲通勤男生女生复古小众斜挎包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:156 | 店铺名称:黑田矢卫YADAMUI | 所属地区名称:广东 | ASR:就金属棒球脚子包圆创设计大容量修衔通勤男生女生复古小重鞋跨包。
38,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/38.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/38.mp3,title:骆驼户外登山包大容量旅行双肩包旅游轻便女徒步爬山男士登山 | 商品名称:骆驼户外登山包大容量旅行双肩包旅游轻便女徒步爬山男士登山 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:126 | 店铺名称:骆驼官方旗舰店 | 所属地区名称:浙江 | ASR:弱妥户外登山包大容量旅行双肩包旅游轻便女徒步爬山南市登山。
39,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/39.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/39.mp3,title:法式小众设计师饺子包男生潮牌胸包斜挎包可颂牛角包皮质男包大包 | 商品名称:法式小众设计师饺子包男生潮牌胸包斜挎包可颂牛角包皮质男包大包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:141 | 店铺名称:NESBIT官方店 | 所属地区名称:广东 | ASR:法式小众设计师脚子包男生朝牌凶包鞋跨包可送牛脚包皮纸南包大包。
40,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/40.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/40.mp3,title:波斯丹顿男女轻便束口抽绳双肩包运动登山背包小众旅行大学生书包 | 商品名称:波斯丹顿男女轻便束口抽绳双肩包运动登山背包小众旅行大学生书包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:106 | 店铺名称:波斯丹顿旗舰店 | 所属地区名称:广东 | ASR:波斯单顿男女轻便述口抽省双肩包运动登山背包小众旅行大学生书包。
41,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/41.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/41.mp3,title:STK SmallTownKid白蛇断处双肩包仿皮纹理书包电脑包旅行包男女潮 | 商品名称:STK SmallTownKid白蛇断处双肩包仿皮纹理书包电脑包旅行包男女潮 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:399 | 店铺名称:SmallTownKid | 所属地区名称:浙江 | ASR:Stalks Morton Kid白蛇断处双肩包反皮纹理书包电脑包旅行包男女潮
42,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/42.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/42.mp3,title:Lee旅行袋男大容量游泳健身包干湿分离女运动斜挎包手提收纳包 | 商品名称:Lee旅行袋男大容量游泳健身包干湿分离女运动斜挎包手提收纳包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:226 | 店铺名称:百亿补贴品牌优选 | 所属地区名称:广东 | ASR:李女型代男大容量游泳健身包干尸分离女运动鞋跨包手提收纳包。
43,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/43.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/43.mp3,"title:【黑武士】FILA 斐乐官方男士背包休闲翻盖通勤双肩包书包电脑包 | 商品名称:【黑武士】FILA 斐乐官方男士背包休闲翻盖通勤双肩包书包电脑包 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:549 | 店铺名称:FILA官方旗舰店 | 所属地区名称:福建 | ASR:黑武士,发了匪乐官方男士背包修嫌方盖通勤双肩包书包电脑包。"
44,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/44.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/44.mp3,title:mrace户外双肩包女轻便大容量防水徒步背包大学生运动旅行书包男 | 商品名称:mrace户外双肩包女轻便大容量防水徒步背包大学生运动旅行书包男 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:186 | 店铺名称:mracehomme旗舰店 | 所属地区名称:广东 | ASR:Race库外双肩包女清扁大容量防水突补背包大学生运动旅行淑包南。
45,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/45.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/45.mp3,title:MYEDITION双肩包多层大容量健身包轻量骑行头盔包短途旅行 | 商品名称:MYEDITION双肩包多层大容量健身包轻量骑行头盔包短途旅行 | label:背包 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:220 | 店铺名称:myedition旗舰店 | 所属地区名称:广东 | ASR:Midishen双肩包多层大容量健身包清量齐形投窥包短屠旅行。
