id,image_path,audio_path,text,shard_id,local_idx,global_idx
261,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/261.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/261.mp3,title:前开口行李箱男生20寸2025新款多功能28寸大容量拉杆密码旅行箱女 | 商品名称:前开口行李箱男生20寸2025新款多功能28寸大容量拉杆密码旅行箱女 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:346 | 店铺名称:木星飞行旗舰店 | 所属地区名称:浙江 | ASR:前开口行李箱男生20寸 2025新款多功能28寸大容量拉干密码旅行相女,1,10,260
262,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/262.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/262.mp3,title:多功能行李箱女皮箱拉杆箱37分大容量28寸密码箱学生加厚旅行男 | 商品名称:多功能行李箱女皮箱拉杆箱37分大容量28寸密码箱学生加厚旅行男 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:82 | 店铺名称:nicofessi旗舰店 | 所属地区名称:江西 | ASR:多功能行李箱女皮箱拉干箱37分大容量28寸密码箱学生家后旅行男。,1,11,261
263,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/263.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/263.mp3,title:40寸超大容量行李箱男ins网红旅行箱女 32寸加厚拉链万向轮拉杆 | 商品名称:40寸超大容量行李箱男ins网红旅行箱女 32寸加厚拉链万向轮拉杆 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:126 | 店铺名称:社長の店 | 所属地区名称:浙江 | ASR:四十寸超大容量行李箱南根斯网红旅行香女三十二寸加厚拉链万象轮拉干。,1,12,262
264,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/264.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/264.mp3,title:行李箱24寸女2025新款大容量拉杆箱结实耐用加厚密码旅行皮子男 | 商品名称:行李箱24寸女2025新款大容量拉杆箱结实耐用加厚密码旅行皮子男 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:121 | 店铺名称:星旅仕箱包旗舰店 | 所属地区名称:江西 | ASR:行李箱24寸女2025新款大容量拉干箱皆实耐用加厚密码履行皮自难。,1,13,263
265,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/265.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/265.mp3,title:珂罗诗行李箱2025新款女男生拉杆结实耐用旅行密码箱铝框皮箱20寸 | 商品名称:珂罗诗行李箱2025新款女男生拉杆结实耐用旅行密码箱铝框皮箱20寸 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:109 | 店铺名称:珂罗诗箱包旗舰店 | 所属地区名称:浙江 | ASR:克罗斯行李箱2025新款女男生拉干阶屎奈用旅行密码相旅框批箱20寸。,1,14,264
266,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/266.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/266.mp3,title:地平线8号行李箱女2025新款20寸登机箱拉杆箱26寸旅行箱24寸箱子 | 商品名称:地平线8号行李箱女2025新款20寸登机箱拉杆箱26寸旅行箱24寸箱子 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:497 | 店铺名称:地平线8号旗舰店 | 所属地区名称:福建 | ASR:地平线8号行李乡女2025新款20寸登机箱拉干箱26寸旅行乡24寸箱子。,1,15,265
267,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/267.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/267.mp3,title:德国科思途新款前开口可扩容行李箱20寸登机女28拉杆箱皮大容量 | 商品名称:德国科思途新款前开口可扩容行李箱20寸登机女28拉杆箱皮大容量 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:346 | 店铺名称:科思途旗舰店 | 所属地区名称:浙江 | ASR:德国科斯图新款前开口可扩容行利箱20寸灯金女28拉干香皮大容量。,1,16,266
268,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/268.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/268.mp3,"title:【新品】CECE大容量深仓拉链行李箱轻便结实耐用旅行箱拉杆皮箱子 | 商品名称:【新品】CECE大容量深仓拉链行李箱轻便结实耐用旅行箱拉杆皮箱子 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:371 | 店铺名称:cece旗舰店 | 所属地区名称:浙江 | ASR:新品,C-Star容量深苍拉莲行李香清扁皆食耐用旅行香拉干皮香子。",1,17,267
269,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/269.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/269.mp3,title:璐思迪前开盖行李箱女2025新款登机拉杆箱20寸箱子旅行箱24男女26 | 商品名称:璐思迪前开盖行李箱女2025新款登机拉杆箱20寸箱子旅行箱24男女26 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:441 | 店铺名称:璐思迪旗舰店 | 所属地区名称:浙江 | ASR:路斯底前开盖行利乡女2025新款登机拉干乡20寸乡子旅行乡24男女26,1,18,268
270,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/270.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/270.mp3,title:网易严选轻韧行李箱20寸女新款拉杆箱大容量登机箱密码箱旅行男 | 商品名称:网易严选轻韧行李箱20寸女新款拉杆箱大容量登机箱密码箱旅行男 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:269 | 店铺名称:网易严选旗舰店 | 所属地区名称:浙江 | ASR:王毅严选轻认行立乡20吋女新款拉干香大容量登机香密码香旅行南。,1,19,269
271,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/271.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/271.mp3,title:行之旅2025撞色行李箱大容量拉杆箱女加厚铝框旅行登机箱皮箱子男 | 商品名称:行之旅2025撞色行李箱大容量拉杆箱女加厚铝框旅行登机箱皮箱子男 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:407 | 店铺名称:行之旅旗舰店 | 所属地区名称:浙江 | ASR:形之旅2025撞色行李箱大容量拉干箱女加厚旅况旅行登机箱皮箱子男。,1,20,270
272,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/272.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/272.mp3,title:强烈推荐！双层防爆拉链100%科思创PC双轴承静音轮旅行李拉杆 | 商品名称:强烈推荐！双层防爆拉链100%科思创PC双轴承静音轮旅行李拉杆 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:327 | 店铺名称:MARRLVE箱包旗舰店 | 所属地区名称:浙江 | ASR:强烈推荐。双层防保拉脸100%克思创PC双轴层进阴轮旅行李拉杆。,1,21,271
273,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/273.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/273.mp3,title:万向轮行李箱女拉杆箱登机箱20静音铝框旅行箱男24寸26密码箱新款 | 商品名称:万向轮行李箱女拉杆箱登机箱20静音铝框旅行箱男24寸26密码箱新款 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:241 | 店铺名称:圣斯顿保罗工厂总店 | 所属地区名称:河北 | ASR:万象伦行李乡女拉杆乡登基乡20近阴旅逛旅行乡南24寸26密马乡新款。,1,22,272
274,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/274.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/274.mp3,title:高颜值轻便行李箱女拉杆箱男2025新款旅行箱 | 商品名称:高颜值轻便行李箱女拉杆箱男2025新款旅行箱 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:158 | 店铺名称:NBYA旗舰店 | 所属地区名称:江西 | ASR:高研执清变行利 乡女拉甘乡南2025新款旅行乡。,1,23,273
275,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/275.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/275.mp3,title:2025新款凹凸破损风登机行李箱20寸拉杆箱男24寸不规则旅行银色 | 商品名称:2025新款凹凸破损风登机行李箱20寸拉杆箱男24寸不规则旅行银色 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:356 | 店铺名称:木星飞行旗舰店 | 所属地区名称:浙江 | ASR:2025新款奥突破损风灯机行李箱20寸拉干箱南24寸不规则旅行银色。,1,24,274
276,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/276.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/276.mp3,title:全铝镁合金行李箱女坚固托运加厚大容量金属拉杆箱男登机旅行子 | 商品名称:全铝镁合金行李箱女坚固托运加厚大容量金属拉杆箱男登机旅行子 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:309 | 店铺名称:PASSTU精品箱包馆 | 所属地区名称:浙江 | ASR:全旅美和金行李相女艰固脱运家后大容量金属拉干香南登基旅行子。,1,25,275
277,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/277.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/277.mp3,title:CROSSGEAR十字勋章瑞军士刀120468寸大容量登机拉杆旅密码 | 商品名称:CROSSGEAR十字勋章瑞军士刀120468寸大容量登机拉杆旅密码 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:189 | 店铺名称:CROSSGEAR旗舰店 | 所属地区名称:福建 | ASR:Cross Dier十次薰张瑞均势刀十二万零四百六十八寸大容量登机拉干旅密码。,1,26,276
278,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/278.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/278.mp3,title:汉客旅行箱万向轮 商务拉杆箱男24/20寸女登机箱软箱子密码 | 商品名称:汉客旅行箱万向轮 商务拉杆箱男24/20寸女登机箱软箱子密码 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:251 | 店铺名称:汉客旗舰店 | 所属地区名称:广东 | ASR:汉客旅行乡万象伦商务拉干乡南20分之24寸 女灯鸡乡软乡紫密码。,1,27,277
279,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/279.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/279.mp3,title:超大容量行李箱女2025新款28寸学生专用结实耐用旅行拉杆皮男30 | 商品名称:超大容量行李箱女2025新款28寸学生专用结实耐用旅行拉杆皮男30 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:101 | 店铺名称:hearrose箱包旗舰店 | 所属地区名称:江西 | ASR:超打容量行李相女2025新款28寸学生专用戒时耐用旅行拉肝皮南30,1,28,278
280,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/280.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/280.mp3,title:侧开盖宽拉杆20寸可登机行李箱大容量可托运多功能铝框密码旅行箱 | 商品名称:侧开盖宽拉杆20寸可登机行李箱大容量可托运多功能铝框密码旅行箱 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:376 | 店铺名称:木星飞行旗舰店 | 所属地区名称:浙江 | ASR:测开盖宽拉杆20吋可登机行利箱大容量可脱运多功能旅况密码旅行箱。,1,29,279
281,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/281.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/281.mp3,title:新款侧开口行李箱女大容量可扩展PC拉杆箱20寸登机箱男静音旅行 | 商品名称:新款侧开口行李箱女大容量可扩展PC拉杆箱20寸登机箱男静音旅行 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:156 | 店铺名称:卡尼箱包 | 所属地区名称:浙江 | ASR:新款厕开口行李箱女大容量可扩展 PCIe拉干箱20寸登机箱南镜音旅行。,1,30,280
282,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/282.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/282.mp3,title:大容量行李箱30寸托运密码箱铝框拉杆箱28旅行结实耐用皮箱万向轮 | 商品名称:大容量行李箱30寸托运密码箱铝框拉杆箱28旅行结实耐用皮箱万向轮 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:219 | 店铺名称:LEGEND WALKER 欧客箱包 | 所属地区名称:浙江 | ASR:大容量行力箱30吋脱韵密码香铝框拉干香28旅行皆时耐用皮香万香轮。,1,31,281
283,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/283.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/283.mp3,title:漫游2025新款行李箱拉杆箱铝框26旅行箱28登机箱20寸皮箱子24男女 | 商品名称:漫游2025新款行李箱拉杆箱铝框26旅行箱28登机箱20寸皮箱子24男女 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:356 | 店铺名称:漫游旗舰店 | 所属地区名称:浙江 | ASR:蔓油2025新款行李箱拉干箱旅馆26旅行箱28登基箱20寸皮箱子24男女,1,32,282
284,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/284.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/284.mp3,title:前置开口行李箱拉杆扣盖24寸大容量usb充电杯架多功能铝框结实女 | 商品名称:前置开口行李箱拉杆扣盖24寸大容量usb充电杯架多功能铝框结实女 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:244 | 店铺名称:黛鸥箱包旗舰店 | 所属地区名称:河北 | ASR:前置开口行李箱拉干扣盖24寸大容量USB充电杯架多功能旅逛皆是女。,1,33,283
285,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/285.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/285.mp3,title:出口意大利超轻登机拉杆箱万向轮女24寸外贸扩展行李箱拉链旅行 | 商品名称:出口意大利超轻登机拉杆箱万向轮女24寸外贸扩展行李箱拉链旅行 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:137 | 店铺名称:浪漫之都店 | 所属地区名称:浙江 | ASR:出口意大利超清登基拉干香万香伦女24寸外貌扩展行李箱拉炼旅行。,1,34,284
286,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/286.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/286.mp3,title:谁懂啊这行李箱太实用了赠送贴纸箱套哦 | 商品名称:谁懂啊这行李箱太实用了赠送贴纸箱套哦 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:363 | 店铺名称:御旅旗舰店 | 所属地区名称:浙江 | ASR:水董这行李箱太实用了增送贴纸箱套喔。,1,35,285
287,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/287.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/287.mp3,title:SGG行李箱女孩大容量拉杆箱可爱旅行箱万向轮加厚登机密码箱 | 商品名称:SGG行李箱女孩大容量拉杆箱可爱旅行箱万向轮加厚登机密码箱 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:179 | 店铺名称:sgg箱包旗舰店 | 所属地区名称:浙江 | ASR:SGG行李箱女孩大容量拉干箱可爱旅行箱万项轮加后登机密码箱。,1,36,286
288,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/288.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/288.mp3,title:cece全新多功能PC墨绿色行李箱万向轮密码旅行箱大容量拉杆男女 | 商品名称:cece全新多功能PC墨绿色行李箱万向轮密码旅行箱大容量拉杆男女 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:465 | 店铺名称:cece旗舰店 | 所属地区名称:浙江 | ASR:C 全新脱功能PC 莫律贼行李箱万项轮密码旅行箱大容量拉干男女。,1,37,287
289,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/289.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/289.mp3,title:DTA宽拉杆行李箱女新款20寸登机箱小型轻便旅行密码拉杆箱子男24 | 商品名称:DTA宽拉杆行李箱女新款20寸登机箱小型轻便旅行密码拉杆箱子男24 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:331 | 店铺名称:dta箱包旗舰店 | 所属地区名称:广东 | ASR:DDA 宽拉干行李箱女星款20寸登基箱小型清遍旅行密码拉干箱子男24,1,38,288
290,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/290.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/290.mp3,title:新款大容量行李箱结实拉杆箱静音万向轮旅行箱女男皮箱24学生28寸 | 商品名称:新款大容量行李箱结实拉杆箱静音万向轮旅行箱女男皮箱24学生28寸 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:256 | 店铺名称:北风轻奢小铺 | 所属地区名称:河北 | ASR:新款大容量行力箱皆使拉干香静音万香轮旅行香女男皮香24学生28寸。,1,39,289
291,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/291.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/291.mp3,title:波尔盾2025新款行李箱女大容量24寸铝框旅行箱男学生拉杆密码子 | 商品名称:波尔盾2025新款行李箱女大容量24寸铝框旅行箱男学生拉杆密码子 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:253 | 店铺名称:baoerden波尔盾旗舰店 | 所属地区名称:江西 | ASR:波尔顿2025新款行李箱女大容量24寸旅逛旅行乡南学生拉干密麻子,1,40,290
292,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/292.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/292.mp3,title:宽拉杆行李箱小型20寸可登机箱女2025新款短途旅行密码皮子18寸 | 商品名称:宽拉杆行李箱小型20寸可登机箱女2025新款短途旅行密码皮子18寸 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:95 | 店铺名称:米曼尼旗舰店 | 所属地区名称:江西 | ASR:宽拉干行李箱小型20寸可登基乡女2025新款短途旅行密码批资18寸。,1,41,291
293,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/images_part/293.jpg,/home/zhaoshuai/workspace/CommoditySemanticAlignmentDemo/datas/origin_datas/audio_part/293.mp3,title:出口2025新款行李箱女20寸登机箱24万向轮旅行箱拉链款学生拉杆 | 商品名称:出口2025新款行李箱女20寸登机箱24万向轮旅行箱拉链款学生拉杆 | label:行李箱 | Llabel:出行用品 | 商品分类:出行用品 | 商品价格:159 | 店铺名称:快乐旅行箱包店 | 所属地区名称:浙江 | ASR:出口2025新款行李箱女20寸登机箱24万项轮旅行箱拉链款学生拉杆,1,42,292
